title,location,minimum_qual,preferred_qual,responsibilities,education&experience
Software Development Engineer in Test (Platform),"Santa Clara Valley (Cupertino), California, United States","Proven track record in software development or quality engineering with at least 2 years of experience.
Deep knowledge of at least one of the following languages and related development tools: Python, C++, Objective C, or Swift.
Familiarity with source control systems such as git/svn
Knowledge of build systems such as make, CMake, Ninja, autoconf.
You have excellent judgment and integrity with the ability to make timely and sound decisions","Direct experience with CMake & Ninja.
Experience working in an open source community
Familiarly with x86 or ARM architecture
Knowledge of internal compiler architecture and basic code optimizations. Experience in compiler development will be a plus
Experience with continuous integration systems such as Jenkins, TravisCI, Buildbot","In this role you will be responsible for working with the LLVM backend, OS Tools, and GPU teams to create, maintain and improve the automated tests for both the internal and open source version of our software. You would be working directly with the engineers as new features are developed to ensure testability and correctness verification. You will also be helping to maintain and improve our automated testing infrastructure that makes up our CI system for qualification and regression testing. 

You will be part of the Compiler and OS Tools Development Team. You duties will vary depending on projects but may include:

• Creating and maintaining automated test for OS Tools, Linkers and other compiler related technologies
• Providing operational support and maintenance  for CI systems
• Performance testing and code analysis aimed to improve performance through code optimizations
• Triage test failures and resolve merge conflicts",B.S. in Computer Science or equivalent experience
Software Engineer/Architect for Video Service Quality,"Santa Clara Valley (Cupertino), California, United States","Building systems and delivering internet services at scale
Working in Linux or Unix environments and ability to tune for performance (e.g. disk or memory)
Skill using devops and automation tools (e.g. chef, Jenkins)
Architecting or storing data in NoSQL, Relational or Big data technologies (e.g. Hadoop, MongoDB/CouchDB, Spark)
Java and JVM technologies and run-time configurations
Experience with other systems like containers and message queues (e.g. Kafka, Apache, Jetty)
Infrastructure knowledge of networks, CDNs, load balancers
Agile development with code tools like svn and git
App/software design and API development using Java, JS, HTML5 etc
In-depth knowledge of video ecosystem and delivery of large scale video
Aptitude to independently network, learn, and influence cross-functional teams
Good written and communication skills
Ability to organize, plan and deliver against key milestones",,"Apple Media Products is looking for a software engineering to provide new and enhanced architecture, software, tools and monitoring to support its fast paced growth. Join our exciting team that is dedicated to providing the highest quality video products to our customers. Our team is responsible for the software that drive real-time end-to-end video service quality and influence the performance and architecture of delivering video. We are looking for a team player who is able to tackle problems under a tight deadline constraints and deliver imaginative solutions. Responsibilities will include: tools and applications to support measuring and monitoring video quality, building data analytics and real-time dashboards, driving innovations to deliver best-in-class video optimizations, and finally working across Apple from customer care to core platforms to build the capabilities.","Bachelor’s degree in Computer Science and Engineering or related field
10+ years of industry experience"
"Software Engineering Program Manager, Machine Learning","Santa Clara Valley (Cupertino), California, United States","Passion for and proven ability to quickly understand technical concepts across the software stack from computer vision drivers, algorithms and ML, operating systems and applications.
Ability to deliver succinct and accurate executive summaries of complicated situations, driving what matters most to customers
Excellent collaboration skills to work with those across many leading-edge technology areas and cross-functional teams
Outstanding communication and presentation skills, written and verbal, to all levels of an organization
Ability to visualize solutions in 3D and new interactive domains and simply communicate complex technical information to cross-functional teams
Minimum of 5 years of program/project management experience shipping software, including tracking software delivery process using tracking tools and metrics","Prior experience in a hands on technical role Software Engineering & Programming
Experience working in a cross-functional full stack role spanning but not restricted to Firmware, OS, Rendering, Applications, Machine Learning, Data Collection, Deep Learning or Toolkits
Able to contribute on the other strategic areas including engaging with internal/external partners, coordinating due diligence, etc","Apple builds world class products that positively impact the world. The ideal Software Program Manager for this role is comfortable leading in a dynamic high growth and creative environment with an amazing high caliber, high profile team pioneering in a rapidly evolving domain. As the Software EPM, you will drive all aspects of large, cross-functional programs and features for AR toolkits, rendering and interactive 3D application development:

Oversee all aspects for multiple programs including scoping, requirements, timelines, and resource allocation

Proactively look ahead and keep the path clear for your teams.

Collaborate with teams, engineering leads and stakeholders to drive product, functional, and reporting requirements

Drive overall cross-functional program schedules and SW development efforts across groups which could include Human Interface Design Teams, Product Marketing and other organizations both within and outside of Apple

Communicate and present project/program plans and status to teams and executives

Continuously look for opportunities and improve how programs are run and executed","BS/MS, Computer Science / Engineering or relevant industry and project leadership experience, MS desirable"
"Systems Software Engineering Manager, Platform Architecture","Santa Clara Valley (Cupertino), California, United States","Experience managing a systems/low level software development team
Proven track record of successful and timely software product delivery with complex dependencies
Demonstrated innovative, critical thinking and troubleshooting skills
Excellent collaborative skills including written and verbal communication
History of motivating teams to meet aggressive goals and innovate
Genuine passion for low-level system engineering and hardware/software integration
Experience developing and shipping low level system software
Strong knowledge of simulation, ARM and X86 ISAs, SoCs, Operating Systems internals, device drivers and boot code",,"Lead a team of junior and senior software engineers. Define feature development scope and plan for successful product delivery. 
Manage several projects and conflicting priorities. 
Communicate status and progress clearly cross-functionally. Set expectations with Software, Architecture and Hardware stake-holders. 
Manage conflicting points of view. 
Balance high quality product delivery under extremely tight schedules while fostering long term innovation. 
Act as technical leader when design directions are unclear. 
Strengthen and grow the team by hiring and retaining top engineering talent.","Bachelor, Master degree or equivalent experience in computer science or a related field."
Modem BSP SW Engineer (Factory Support),"Santa Clara Valley (Cupertino), California, United States","Minimum 3 years experiences in BSP/Device Driver development and debugging, and experience in multiple driver areas is preferred
Strong programming skills on C and C++ and assembly programming skills is a plus
Deep understanding of multi-core embedded HW system and RTOS Good at analyzing and triaging complicated modem issues
Highly motivated and disciplined, self starter
A good team player with strong verbal and written interpersonal skills, fluent English communication is must-have
Investigate, prototype and deliver new and innovative system solutions",,"This position is responsible for developing and delivering modem BSP software for iPhone/iPad. 

RESPONSIBILITIES: 
Develop state-of-the-art BSP/device drivers for modem
Perform board bring-up and HW validation
Review HW schematics and assist HW debugging
Support factory testing and resolve critical issues on-site
Perform modem SW integration, and stabilize the baseline
Work closely with partners like HW, RF, Protocol and QA",Minimum Bachelor's degree in Computer Science or Electronic Engineering or related degree
Apple Watch SW Application Project Manager,"Santa Clara Valley (Cupertino), California, United States","Self-motivated and enthusiastic with demonstrated creative and critical thinking capabilities.
Collaboration: You are able to fit in well with a team, understand capabilities and priorities
You exhibit a deeply curious mindset about new ideas
Ability to filter and distill relevant information for the right audience
Experience project managing complex, multi-functional projects
Excellent attention to detail
Excellent spoken and written communication
Experience developing and releasing a consumer product
Ability to create and execute plans in ambiguous settings
Experience demonstrating strong presentation skills",,"You will define the program plan/schedule and manage program execution
Deliver executive communication/presentations and drive the decision-making process
Effectively and consistently communicate overall program status. Identify and resolve conflicts, inter-dependencies and program issues quickly and effectively 
You understand new technology while working with our engineering teams to define, schedule, track and communicate status of all work taking place within those teams
Understanding of software development and strong interest in user experience is a requirement",BS/MS
Software Development Engineer - iPhone Operations,"Santa Clara Valley (Cupertino), California, United States","7 + years of experience in programming in C, C++, or Objective C
Experience with Unix and/or Linux
Deep knowledge of TCP/IP and HTTP
Experience with scripting languages such as Python, Perl, Ruby, shell scripts etc
Excellent debugging skills: ability to quickly recognize patterns in failures.
Strong written and verbal communication skills
Self-motivated with excellent time management skills and visionary spirit
Competent in using a variety of productivity tools and programming languages
Up to 25% international travel",,"The PSE SW Team is seeking a highly motivated individual with a background in Software Development. In this position, your primary responsibility will be collaborating closely with other Apple SW Development teams and various hardware and testing teams to design and develop innovative products and software solutions. The PSE Software Engineer will also be responsible for maintaining and improving existing software. Responsibilities will include:

Working alongside developers to define requirements and architecture
Develop scalable software and present in Design reviews
Develop unit test plans and work closely with QA team to help develop integration plans and help debug production issues
Should be well versed with SVN and bug tracking systems with the ability to use them in day to day development processes
Provide constructive feedback for testability and suitable solutions relying on data to justify technical decisions.","BS in Computer Science, MS preferred"
Full Stack Software Engineer - News,"Santa Clara Valley (Cupertino), California, United States","Experience with Front-end JavaScript frameworks, e.g. Ember / Angular / React
Experience designing, implementing, and supporting Web services in Java and Spring
Experience with NoSQL data stores such as Cassandra and Solr
Experience with message or event driven architectures (such as RabbitMQ or Kafka)
Experience with test driven development
Experience with serialization systems, e.g. Protobuf / Thrift
Familiarity with git, Jenkins, CICD
Strong analytical and problem solving skills
Ability to thrive in a cross-functional team on high profile, critical projects",,"We’re looking for an experienced Full Stack Engineer to join the team working on the tools that we use internally to power Apple News. Capacity to work in a highly collaborative environment is required. The ideal candidate has experience with Java and Ember.js, has a keen eye for usability, and thrives on improving the design and architecture of a large system. ",A Bachelor's Degree in Computer Science or related discipline is required; advanced degree preferred.
Cocoa UI Software Engineer - Intern,"Santa Clara Valley (Cupertino), California, United States","Knowledge of Objective-C, Swift, or C/C++
Development experience with Cocoa Touch (UIKit) or Cocoa
Ability to work collaboratively
Experience developing reusable components",,"The AppKit team is responsible for the user interface frameworks that form the heart of macOS applications. We build and enable features used across the OS, such as Dark Mode, Touch Bar, Auto Layout, and Services.

Engineers on our team use their creativity and insight to improve existing components and bring new user interface concepts to life. We're responsible for crafting and evolving the Objective-C and Swift API that application developers use to build their apps, and providing guidance and support for the internal and external developers who adopt those APIs. As an intern on our team, you will tackle some incredible challenges, but your passion will directly impact the experience of every macOS user.

Our team works together closely in an open, collaborative environment – ready to share or discuss ideas, problems, and solutions. We frequently work with a variety of teams across the company: HI (human interface) designers, developer tools, hardware engineers, technical writers, and more. We encourage curiosity and initiative, value diversity, and depend on the ability to learn and grow when approaching new features and technology.",Pursuing a BS/MS/PhD degree in Computer Science OR equivalent degree
Software Engineer - App Store Frameworks,"Santa Clara Valley (Cupertino), California, United States","Strong object-oriented programming and design skills
Experience with Cocoa and the iOS SDK
Strong mobile application UI development skills
We value strong problem solving and critical thinking skills
Passion for quality and attention to detail
Experience in defining and building APIs",,"Develop new and improve existing parts of the shared frameworks that power all of Apple’s services products. Architect and build new APIs, and work with design to help define and implement user interfaces. As an engineer on the team, you will be contributing to all four of Apple’s major operating systems: iOS, tvOS, watchOS and macOS. Build out APIs for different levels of the technology stack; from network requests and data persistence, all the way to rendering flexible user interfaces. You’ll have the opportunity to work alongside other multi-functional teams closely, in order to bring the best customer experiences to life.","Bachelor’s degree in computer science or related field, and equivalent work experience."
Senior Software Engineer - Social Gaming,"Santa Clara Valley (Cupertino), California, United States","You have an in-depth development experience at the application and user interface level with at least one of the following: Cocoa, C, Java, MFC/WinFX
You have strong object oriented programming and design skills
You have excellent problem solving, critical thinking and communication skills
You have an ability and desire to learn new skills and take on new tasks
You have social and mobile game development experience
You have excellent judgment and integrity with the ability to make timely and sound decisions
You have an ability to stay focused and prioritize a heavy workload while achieving extraordinary quality
You are upbeat, adaptable, and results oriented with a positive attitude
You bring passion and dedication to your job and are committed to our vision and supporting the developer community
You will join a hands-on development team that nurtures creativity and generates novel solutions to deliver engineering perfection","Experience with Cocoa Experience with Objective-C Experience with Apple frameworks
Experience with CPU/memory profiling
Experience with Asynchronous programing
Experience with Networking protocols
Experience designing and maintaining APIs
Experience with social multiplayer game development","You will be a team-oriented professional with excellent communication skills and comfortable in a fast-paced environment. You have experience in social game programming, a deep understanding of server based game development, and experience with the tools required to make a phenomenal game succeed in a competitive market. ",BS in computer science or equivalent. 
"Sr. Software Engineer, iTunes Editorial Engineering","Santa Clara Valley (Cupertino), California, United States","Minimum of 5 years experience in a professional software engineering position
Experience in building RESTful APIs, data pipelines, and analysis tools using Java and/or Scala
Experience with SQL language and relational database systems such as Oracle
Experience with no-SQL databases such as Cassandra
Experience with Solr or Elastic Search
Experience with Kafka
Knowledge of Redis or Memcached
Knowledge of micro-services and reactive architecture
Aptitude to independently learn new technologies
Ability to design, develop and deploy large scale applications
Have a belief in automation and tooling as a critical part of the software lifecycle
Be able to drive a project from a simple idea to an implementation
Be a leader who possesses both extraordinary programming skills and a creative, customer-focused mindset",,"iTunes Editorial Team is seeking a Senior Software Engineer to provide new tools and systems in order to support its fast growth. Join our exciting team that has a direct and big impact on all products launched by iTunes such as App Store, Apple Music, TV App, iBooks, and Podcasts. We are looking for a self starting, high-energy individual who is not afraid to challenge assumptions and who has excellent written and oral communication skills. We look for amazing teammates who are able to take on problems under deadline constraints and deliver visionary solutions.",
Software Engineer - Exploratory Design Group,"Santa Clara Valley (Cupertino), California, United States","You will have 3+ years experience developing applications and scripts for device control and data acquisition.
Experience writing software tools for a variety of devices, buses/interfaces, and protocols.
Experience developing macOS and iOS applications for data visualization and instrument control.
Experience using third-party frameworks, APIs, and DLLs.
Excellent command of Python and the C programming language.
Experience with embedded Firmware development is a definite plus.
Experience with SQL databases a huge plus.
Experience writing code in other programming and scripting languages
Experience interfacing with LabView, Matlab, and similar environments.
Familiarity with various bus protocols and interfaces (e.g., SPI, I2C, USB, Ethernet/TCP/IP/UDP, UART/RS-232, MIPI, DDR2, LVDS) is a plus.
Experience optimizing Python and Matlab algorithms for high data throughput.
Familiarity interfacing with large distributed systems is a definite plus.
Applicant must work well in a team environment.
Enthusiasm for Computer Science and related topics.",,"As a Software Engineer, you will have the following responsibilities:  
- Work with cross-functional engineering team to understand the team needs for automation, control, and data acquisition across a wide variety of devices.  
- Define a common tools architecture and APIs to make automation, control, and data collection uniform across all supported hardware, instruments, and devices.  
- Writing device drivers to support third-party hardware in our test environment.  
- Develop simple GUIs to interface to the device/instruments.  
- Manage internal data collection and storage infrastructure.","Minimum BS in EE, CE, or CS required."
Software Engineer - Core Accessories Services,"Santa Clara Valley (Cupertino), California, United States","Fluent in C
Experience writing OS level code","Preferred Experience:
Experience developing daemons / interprocess communications
Solid understanding of networking protocols.
Experience engineering IoT products.
Experience with iOS accessory frameworks such as ExternalAccessory, HomeKit, CoreBluetooth.
Excellent collaborative skills
Strong written and verbal communication skills
Creative, critical thinking and troubleshooting skills
Ability to deliver solid work on tight schedules","Develop wired and wireless accessory features, protocols, and technologies.  Tool development for feature simulation, verification and system-level troubleshooting.  Document code and create workable specifications including quantifiable system performance characteristics.",BS CS/CE/EE (or equivalent)
"Photos - Software UI Manager, Editing","Santa Clara Valley (Cupertino), California, United States","Experience leading or running a small engineering team
Shipped applications on iOS, macOS or tvOS
Knowledge of photo editing tools and techniques
Shown ability to excel in a dynamic development team
Strong communication skills",,You are a highly motivated and enthusiastic individual that combines deep technical knowledge with tight-knit collaboration and excellent communication skills. You should have a consistent record delivering user experience innovations in shipping applications.,BS in Computer Science or equivalent experience
Software / Firmware Engineering Project Manager,"Santa Clara Valley (Cupertino), California, United States","1-2 years of experience as an engineering program manager required
Experience in consumer products as an engineering program manager or engineering manager with experience managing software schedules and ensuring software feature delivery
Understanding of FW/SW development processes and test validation including HW manufacturing support. Strong software development background
Track record of shipping products and managing them through the entire product life cycle
Experience working with off shore manufacturers
Understands and deals well with rapid development cycles
Remain calm and flexible in times of ambiguity
Self-motivated and high-energy with demonstrated creative and critical thinking capabilities
Excellent written and oral communication skills
Excellent interpersonal skills, including the ability to work with diverse teams and interact, influence, collaborate, and negotiate effectively at all levels of management.
Knowledgeable of one or more technologies: embedded software, mobile software, UX/UI, wireless, DSP, power, connectivity.",,"In this dynamic position, you will develop, manage, and drive the end-to-end execution of software and embedded firmware development plans throughout the product development lifecycle and delivery stages. We are looking for someone who is flexible and can respond quickly, energetically, and enthusiastically to changes. 

Strong communication skills and experience across and between a diversity of teams and team members is critical. You will interact with a wide array of software engineering teams plus hardware engineering, EE, marketing, manufacturing, and other resources inside and outside Apple to create extraordinary audio products and accessories.

* Ensure product software and firmware requirements are clearly defined
* Break down complex software/hardware issues into simple tasks
* Develop and oversee comprehensive project plans
* Identify and handle program cross-functional dependencies between teams
* Communicate development milestones, project schedules and status updates and drive alignment across the organization and between teams
* Coordinate with teams to identify, prioritize and track risks to schedule and product quality
* Drive software / firmware factory readiness in support of hardware builds
* Coordinate multiple validation plans across teams
* Understand engineering issues and drive them to closure by bringing together key partners for  decision-making
* Grasp complex technical topics and abstract key issues and risks into an actionable form for executive management 
* Synthesize large amounts of data into a clear story and communicate to partners and organizations at all levels
* Maintain an orientation toward teamwork and collaboration
* Provide regular program status updates and communicate escalations as needed to executive team","BS in Electrical Engineering, Computer Science or related disciplines.
MS is highly desired"
Software Test Engineer - Energy Technologies,"Santa Clara Valley (Cupertino), California, United States","Experience in a systems software quality assurance team
Direct experience with testing embedded systems and software
Strong understanding of low level systems software design as it relates to hardware
Experience with Python and C programming
History of setting aggressive yet attainable goals, and motivating teams to achieve them
Evidence of driving technical innovation
Passion to dig into and lead the testing of ground-breaking products
Demonstrated innovative, critical thinking and troubleshooting skills
Excellent collaborative skills
Strong communication skills, both inward and outward",Coreosposting,"Work side-by-side with system software developers in order to gain a deeper understanding of software architecture, features and drive testability into the design
Devise testing strategy for power management, thermal management and/or system charging technologies
Develop and automate unit, functional and system-level tests 
Define and drive quality metrics to improve our technologies
Explore novel approaches to create test frameworks, automation and infrastructure to streamline testing
Collaborate cross-functionally with peer QA and validation teams
Drive quality through assessing end-user impact of issues to influence key product decisions
Be the gate to software delivery by providing insightful customer-oriented feedback on our embedded software",BS or MS degree in computer science or related field
Sr. System / Software Validation Engineer,"Santa Clara Valley (Cupertino), California, United States","Typically requires at least 5+ years of experience. If you have additional experience you can take on additional responsibilities.
Excellent programming skills in C.
Experience with memory and power constrained micro-controllers and working with new peripherals, features, and development environments.
Strong experience in RTOS, software development and verification methodology, version control and automation tools.
Experience in low-pin-count communication buses (I2C or UART or SPI)
Experience with troubleshooting tools (JTAG, SWD, oscilloscopes, logic analyzers)
Scripting experience with any of the following Python or bash or Tcl
Knowledge of ARM architecture, version control (git) & Linux is a plus",,"In this role, you will utilize your technical knowledge to drive software validation activities across multiple engineering disciplines including:
Validate system / software across multiple hardware platforms
Engage in full firmware lifecycle including design, development, debugging and ongoing sustaining
Work with multi-functional teams to determine system validation and test specifications to meet the product requirements and user experience
Work across multiple engineering disciplines to identify, reproduce, and isolate bugs found via debugging and performance analysis tools
Prepare summaries and present at cross functional executive reviews
Develop automated stress and stability hardware-centric software tests for embedded systems
Develop and maintain various engineering tools used to debug, analyze, and test embedded products
Be the champion for the success of firmware development projects and take initiatives to ensure success

In addition to the above we are looking for an individual who is comfortable with dynamic requirements, and have excellent interpersonal skills. Success depends on working with cross-functional teams. Must have excellent written and verbal communication skills. You are self-driven with excellent time management skills and can demonstrate creative problem solving.",MS or BS in Electrical / Computer science engineering field
Full Stack Software Engineer - News,"Santa Clara Valley (Cupertino), California, United States","Experience designing, implementing, and scaling Web services in Java and Spring
Experience with NoSQL data stores such as Cassandra and Solr
You are familiar with TDD, GIT, Jenkins, CICD
Experience with JavaScript, jQuery; experience with JavaScript Frameworks will be plus. e.g., Ember / Angular / React
You are a standout teammate, willing to take responsibility and ownership of product
You have strong analytical and problem solving skills",,"Apple's News team is seeking a high-energy Full Stack Software Engineer to join our team working on the tools that we use internally to power Apple News. Capacity to work in a highly collaborative environment is required. The ideal candidate has experience with Java and Ember.js, has a keen eye for usability, and thrives on improving the design and architecture of a large system. ",A Bachelor's Degree in Computer Science is required or equivalent experience.
System Reliability Engineer - Software Development,"Santa Clara Valley (Cupertino), California, United States","Strong system level programming including scripting in languages like Python/Ruby/Go/Perl and shell scripting.
Good system level understanding of Linux (RedHat derivatives).
Virtual machines, containers and tools like Vagrant and Docker.
CI Solutions: Jenkins, Team-City, Travis, Circle, Go or others.
Build tools: Gradle, Maven, Ant, Make, Rake, Grunt, Gulp, Ninja, Blaze/Bazel, Pants or others.
Artifact management solution: Artifactory, Nexus.
Source control management solutions: SVN, git, Github, Gitlab, Stash or others.
Deployment systems: EC2, Heroku, Engine Yard, App Engine. Configuration management systems: Puppet/Chef/Ansible/Salt.",,"Know how to read and write code. Love automation and tooling and believe they play a critical role in software development. Have the ability to design and deploy scalable, distributed systems. Be familiar with continuous integration and delivery. Be curious about how systems work and how they fail. Be eager to learn new technologies and solutions. Love open source and collaboration. Be detailed oriented. Perfectionists also highly successful within these roles. Be a team-mate, a student, and a mentor.",BS or MS in Computer Science or equivalent
iCloud Software Engineer - San Francisco,"San Francisco, California, United States","Experience designing, implementing and supporting highly scalable applications and web services
Experience with SQL and NoSQL database technologies
Multithreaded or event-driven programming
Excellent analytical and problem solving skills
Excellent written and interpersonal skills
Aptitude to independently learn new technologies.
Ability to design, develop and deploy large scale applications
Be able to drive a project from a simple idea to an implementation
Be a leader who possesses both strong programming skills and a creative, user-focused mindset
Ability to thrive in a multi-functional team on high profile, critical projects
PREFERRED EXPERIENCE:
Java, C, C++
NoSQL databases such as Cassandra, HBase
Linux",,"Consider joining a small team writing the software which forms the foundation for some of our most exciting iCloud products and services. We are looking for a deeply capable engineer who has a strong background in web services development, and who has built high-performance, scalable and extensible systems. In this highly visible position, you will collaborate with multi-functional engineering teams to define and implement some of the core backend platform frameworks and systems that will power next generation Apple web services. Do you love the challenge of solving complex problems that can have a direct impact on the success of the company? Then we have the job for you! We promote innovation and new technology to further improve our creative output. We're looking for a talented and passionate person to join this amazing team, if you feel this is you, we'd love to hear from you. ",Bachelor's degree in computer science or equivalent
Silicon Validation Software Engineer - Linux,"Austin, Texas, United States","You have 5+ years of embedded Linux kernel development experience
Solid knowledge of Linux kernel internals (process scheduler, memory management, concurrency/synchronization, memory allocation, file systems) and networking or storage subsystems architecture
You bring extensive device driver development and support (one or more of USB, network, graphics, video, mtd, storage, power management)
You have strong debugging skills in kernel context
Experience with exercising/validation of system from user space, knowledge of user space API
Ported/maintained Linux distribution for a platform
Skilled C programmer
Familiarity with ARM architecture a plus",,You will be developing Linux device drivers and user-land tests for exercising and testing the various subsystems in complex SoCs.,BS / MS / Ph.D in EE or CS is required
Lead Software Development Engineer in Test,"Santa Clara Valley (Cupertino), California, United States","Proficient in Java and/or C++
Proficient in Python and/or Ruby
Proficient in resolving complex failures using advanced debugging techniques
Experience designing customer facing software using OOP
Experience with virtualization technologies and CI/CD
Experience with iOS development
Strong understanding of unit, integration and regression test methodologies
Comfortable with Unix commands, experience writing shell scripts
Proven ability to gather and handle -complex requirements and also to draft technical specifications
Experience bringing a software project from technical spec to production
Exceptional interpersonal skills, for collaborating across many participating teams.
We seek a self starter, visionary person with strong leadership capabilities.","Experience with Swift is a plus
Experience with data analytics is a plus
Experience with load testing is a plus
Experience using automation tools like XCTest is a plus
DevOps background or skillset is a plus","The Applications Test Engineering team is seeking a strong technical contributor with excellent leadership and organizational skills, who will collaboratively deliver scalable test automation solutions for applications used by hundreds of millions of people world wide.
We're looking well beyond conventional manual testing or developing testability hooks into software under test; the successful solution will automatically analyze software and generate tests, continuously execute test cases and identify and report key metrics.","BS in Computer Science or equivalent
4+ years of applicable experience"
Settings & Core Apps Software Engineer,"Santa Clara Valley (Cupertino), California, United States","Developed and released iOS and/or macOS apps using Cocoa Touch / Cocoa and Objective-C
Experience with C/C++
You have experience developing and shipping high quality software products
You have worked with Cocoa Touch (or Cocoa) and objective C and experience with C/C++
You have an excellent record of completing projects on-time
Are you deeply accountable for your work? Your passion for product ownership and track record of product development will prove critical to your success on our team.
You will prioritize tasks with rapid development cycles, remain flexible and calm in the face of uncertainty, and drive vendors to deliver excellent results for time-critical issues.
You have excellent judgment and integrity with the ability to make timely and sound decisions
Excellent writing and interpersonal skills
Thorough knowledge of macOS and iOS is helpful
Ability to stay focused and prioritize a heavy workload while achieving exceptional quality
You are upbeat, adaptable, and results oriented with a positive attitude
You bring passion and dedication to your job and are committed to our vision and supporting the developer community",,"Be ready to make something great when you come here. Dynamic, inspiring people and innovative, industry-defining technologies are the norm at Apple. The people who work here have reinvented and defined entire industries with our products and services. The same passion for innovation also applies to our business practices - strengthening our commitment to leave the world better than we found it. You should join the Apple Settings & Core Apps team if you want to help deliver the next amazing Apple product.The Settings & Core Apps team is responsible for the iOS Settings and macOS System Preferences applications, their related frameworks, as well as for applications and widgets such as Calculator, Clock, and Weather. From early feature concepts to final feature polish of many major OS or hardware features, you will be collaborating with multi-functional design, hardware, software, and services teams. Currently we are delivering parts of the iOS 12 and macOS Mojave user experiences, working with the HomePod, Siri Shortcuts, and Dynamic Desktop teams, among others. Many the apps and frameworks that you will be working with are deployed on all of Apple’s OS platforms: iOS, macOS, watchOS, and tvOS. You will join a hands-on development team that fosters creativity and generates novel solutions to deliver engineering excellence.

You will appreciate great design and user experience, and pays attention to details. You have developed applications and frameworks for any of Apple’s platforms. You want to understand how complex software systems work and you thrive working on the Next Big Thing. You soak up the latest APIs, and you look forward to mentoring your team members on your areas of expertise. Code reviews, unit tests, and continuous integration are second nature to you.

You’re a tinkerer at heart, and writing great software is just one of your creative outlets.

Are you ready to do some of the best work of your life? We would be excited to have you join our team!",BSCS or equivalent.
"Software Engineer - Maps Services, Places","Santa Clara Valley (Cupertino), California, United States","4+ years of professional Object Oriented development (e.g. C++, Java, Scala) in a Linux environment
2+ years of component and/or system level design
Experience with scripting languages (e.g. Python, Ruby) Excellent communication skills","Experience/knowledge of information retrieval system applied to very large and diverse datasets (preferred)
Experience shipping products, especially ones incorporating machine learning (preferred)
Experience/knowledge of search technology and related fields (preferred)
Experience/knowledge of maps technology and related fields (preferred)","The Maps Team is looking for a developer to support and grow some of the core backend services that support Apple Map's features. You should have experience with system architecture, as well as the design, implementation, and testing of individual components but also be comfortable with multiple scripting languages. You should be able to work with other teams to understand their needs, define requirements and interfaces, and implement a solution. We are looking strong programming skills, superb communication skills, be an effective team member, and be able to take ownership of a project. Helpful experience includes: - You will craft and deploy large-scale distributed data processing systems using MapReduce and tools like Hadoop, Crunch or Spark - We are looking for a mind for web services - how they scale, how they should fit together, and how they’re likely to break - You will diagnose and debug complex systems - A focus on quality, with experience writing unit tests, developing test plans and working with evaluation teams - In this role you will be a key multi-functional contributor to Maps services, working together with the client software teams to build software used by the next generation of Apple devices. - You will work with new sources of data to bring them to our users, help design APIs and services for new features, and support our existing users.",Bachelor or Masters in Computer Science
"Sr. Software QA Engineer, Video Apps","Santa Clara Valley (Cupertino), California, United States","Detail-oriented, analytical, methodical AND creative thinker committed to driving quality forward
Strong knowledge of software development lifecycle, testing methodologies, QA terminology and processes
iOS and MacOS familiarity
Familiarity with basic UNIX commands a plus
Proven bug detection, isolation, and regression skills
Experience with video/film editing recommended
Experience with Machine Learning and/or Computer Vision preferred
Experience with AR/VR authoring suggested
Experience in Motion Graphics valued
Active user of film/video as communication in a classroom setting and/or social media
Superior organizational and communication skills (oral, written and interpersonal)
Comfortable and adaptable in a fast-paced, dynamic environment
Inquisitive and persistent problem solver
3+ years experience as a QA engineer
Scripting knowledge a plus (Swift, Python, Javascript, etc.)",,"In this role, you will be responsible for planning, designing, maintaining and executing test cases with minimal direction. Your ability to free test, without scripts and tools, will be paramount. Your ability to report bugs with impeccable isolation and regression techniques will be the key to your success. You will be required to juggle a wide variety of deliverables that will rely on your talent for managing priorities and communicating progress and risk effectively and systematically. Your ongoing curiosity and commitment to self-education in video technologies as well as new testing techniques is what will set you apart. You will be working closely with other team members to help coordinate cross-functional test efforts. You will be in continual dialogue with Engineering and Design as products evolve and you will need to have empathy for users so you can effectively advocate on their behalf. The ability to streamline processes for data collection and systematically parse large data sets will be a huge plus. ","3+ years of experience in product QA environments is required. 
Additional training in either scripting languages or video editing preferred "
"Senior Software Engineer, Final Cut Pro","Santa Clara Valley (Cupertino), California, United States","7+ years of commercial software development experience
Fluency in macOS and AppKit platforms and technologies
Excellent written and verbal communication skills
Experience and familiarity with: API design and evolution, data modeling, XML-based data formats, and inter-process communication (such as Apple events and XPC)",,"Do you have prior experience with API design, a solid understanding of Objective-C, and excellent verbal & written communication skills? Then you should explore this dynamic role where you will make key contributions to one of Apple’s flagship applications. In this capacity, you will define and build new APIs & services, maintain and enhance the FCPXML data interchange format, and provide technical support to external developers who use these technologies. You will collaborate with product designers and quality engineers to build specifications and test plans, write unit tests to validate your work, deliver high-quality results on schedule, and contribute to technical documentation & sample code.

Join our innovative team that builds critical features for professional Final Cut Pro users around the world.",Bachelor of Sciences degree in Computer Science or related field; Masters preferred
